trip_id,trip_property_id,value
75179542,note,Does not run during school vacation
75179542,trip_type,supplemental
75179544,note,Does not run during school vacation
75179544,trip_type,supplemental
75179627,note,Does not run during school vacation
75179627,trip_type,supplemental
75179793,note,Does not run during school vacation
75179793,trip_type,supplemental
75179794,note,Does not run during school vacation
75179794,trip_type,supplemental
75179799,note,Does not run during school vacation
75179799,trip_type,supplemental
75179803,note,Does not run during school vacation
75179803,trip_type,supplemental
75179804,note,Does not run during school vacation
75179804,trip_type,supplemental
75179805,note,Does not run during school vacation
75179805,trip_type,supplemental
75179806,note,Does not run during school vacation
75179806,trip_type,supplemental
75179807,note,Does not run during school vacation
75179807,trip_type,supplemental
75179809,note,Does not run during school vacation
75179809,trip_type,supplemental
75179854,note,Does not run during school vacation
75179854,trip_type,supplemental
75179938,note,Does not run during school vacation
75179938,trip_type,supplemental
75180311,note,Does not run during school vacation
75180311,trip_type,supplemental
75180748,note,Does not run during school vacation
75180748,trip_type,supplemental
75180914,note,Does not run during school vacation
75180914,trip_type,supplemental
75180978,note,Does not run during school vacation
75180978,trip_type,supplemental
75180980,note,Does not run during school vacation
75180980,trip_type,supplemental
75181516,note,Does not run during school vacation
75181516,trip_type,supplemental
75181518,note,Does not run during school vacation
75181518,trip_type,supplemental
75181648,note,Does not run during school vacation
75181648,trip_type,supplemental
75181819,note,Does not run during school vacation
75181819,trip_type,supplemental
75181823,note,Does not run during school vacation
75181823,trip_type,supplemental
75182519,note,Does not run during school vacation
75182519,trip_type,supplemental
75204181,note,Does not run during school vacation
75204181,trip_type,supplemental
75204595,note,Does not run during school vacation
75204595,trip_type,supplemental
75204719,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
75204719,trip_type,wait
75204814,note,Does not run during school vacation
75204814,trip_type,supplemental
75204815,note,Does not run during school vacation
75204815,trip_type,supplemental
75204875,note,Does not run during school vacation
75204875,trip_type,supplemental
75204879,note,Does not run during school vacation
75204879,trip_type,supplemental
75204880,note,Does not run during school vacation
75204880,trip_type,supplemental
75204881,note,Does not run during school vacation
75204881,trip_type,supplemental
75204883,note,Does not run during school vacation
75204883,trip_type,supplemental
75204894,note,Does not run during school vacation
75204894,trip_type,supplemental
75204897,note,Does not run during school vacation
75204897,trip_type,supplemental
75205165,note,Does not run during school vacation
75205165,trip_type,supplemental
75205377,note,Does not run during school vacation
75205377,trip_type,supplemental
75205512,note,Does not run during school vacation
75205512,trip_type,supplemental
75205516,note,Does not run during school vacation
75205516,trip_type,supplemental
75205756,note,Waits at Boylston St @ Dartmouth St for last Green Line train
75205756,trip_type,wait
75205793,note,Does not run during school vacation
75205793,trip_type,supplemental
75205799,note,Does not run during school vacation
75205799,trip_type,supplemental
75205807,note,Does not run during school vacation
75205807,trip_type,supplemental
75205817,note,Does not run during school vacation
75205817,trip_type,supplemental
75205870,note,Does not run during school vacation
75205870,trip_type,supplemental
75205905,note,Does not run during school vacation
75205905,trip_type,supplemental
75206057,note,Does not run during school vacation
75206057,trip_type,supplemental
75206251,note,Does not run during school vacation
75206251,trip_type,supplemental
75206735,note,Does not run during school vacation
75206735,trip_type,supplemental
75206839,note,Waits at Ashmont for last Red Line train
75206839,trip_type,wait
75206847,note,Waits at Kenmore for last Green Line train
75206847,trip_type,wait
75240683,note,Waits at W Broadway @ Broadway Station for last Red Line train
75240683,trip_type,wait
75240784,note,Waits at W Broadway @ Broadway Station for last Red Line train
75240784,trip_type,wait
75242206,note,Waits at Nubian for last Silver Line bus
75242206,trip_type,wait
75242212,note,Waits at Ashmont for last Red Line train
75242212,trip_type,wait
75242213,note,Waits at Ruggles for last Orange Line train
75242213,trip_type,wait
75242217,note,Waits at Kenmore for last Green Line train
75242217,trip_type,wait
75242219,note,Waits at Nubian for last Silver Line bus
75242219,trip_type,wait
75242220,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
75242220,trip_type,wait
75246795,note,Waits at Ruggles for last Orange Line train
75246795,trip_type,wait
75247147,note,Waits at Nubian for last Silver Line bus
75247147,trip_type,wait
75247155,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
75247155,trip_type,wait
75247251,note,Waits at Boylston St @ Dartmouth St for last Green Line train
75247251,trip_type,wait
75247285,note,Waits at Andrew for last Red Line train
75247285,trip_type,wait
75248456,note,Waits at Nubian for last Silver Line bus
75248456,trip_type,wait
75255396,note,Does not run during school vacation
75255396,trip_type,supplemental
75255681,note,Does not run during school vacation
75255681,trip_type,supplemental
75255812,note,Does not run during school vacation
75255812,trip_type,supplemental
75255813,note,Does not run during school vacation
75255813,trip_type,supplemental
75255847,note,Does not run during school vacation
75255847,trip_type,supplemental
75255851,note,Does not run during school vacation
75255851,trip_type,supplemental
75255852,note,Does not run during school vacation
75255852,trip_type,supplemental
75255853,note,Does not run during school vacation
75255853,trip_type,supplemental
75255855,note,Does not run during school vacation
75255855,trip_type,supplemental
75255866,note,Does not run during school vacation
75255866,trip_type,supplemental
75255869,note,Does not run during school vacation
75255869,trip_type,supplemental
75256117,note,Does not run during school vacation
75256117,trip_type,supplemental
75256253,note,Does not run during school vacation
75256253,trip_type,supplemental
75256306,note,Does not run during school vacation
75256306,trip_type,supplemental
75256310,note,Does not run during school vacation
75256310,trip_type,supplemental
75256377,note,Waits at Boylston St @ Dartmouth St for last Green Line train
75256377,trip_type,wait
75256411,note,Does not run during school vacation
75256411,trip_type,supplemental
75256416,note,Does not run during school vacation
75256416,trip_type,supplemental
75256424,note,Does not run during school vacation
75256424,trip_type,supplemental
75256433,note,Does not run during school vacation
75256433,trip_type,supplemental
75256467,note,Does not run during school vacation
75256467,trip_type,supplemental
75256496,note,Does not run during school vacation
75256496,trip_type,supplemental
75256624,note,Does not run during school vacation
75256624,trip_type,supplemental
75256786,note,Does not run during school vacation
75256786,trip_type,supplemental
75257052,note,Does not run during school vacation
75257052,trip_type,supplemental
75257156,note,Waits at Ashmont for last Red Line train
75257156,trip_type,wait
75257164,note,Waits at Kenmore for last Green Line train
75257164,trip_type,wait
75257166,note,Waits at Nubian for last Silver Line bus
75257166,trip_type,wait
75257175,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
75257175,trip_type,wait
75315511,note,Waits at Ashmont for last Red Line train
75315511,trip_type,wait
75315518,note,Waits at Ashmont for last Red Line train
75315518,trip_type,wait
75315891,note,Waits at Ashmont for last Red Line train
75315891,trip_type,wait
75315933,note,Waits at Ashmont for last Red Line train
75315933,trip_type,wait
75316290,note,Waits at Ashmont for last Red Line train
75316290,trip_type,wait
75450123,note,Waits at W Broadway @ Broadway Station for last Red Line train
75450123,trip_type,wait
75450224,note,Waits at W Broadway @ Broadway Station for last Red Line train
75450224,trip_type,wait
75451659,note,Waits at Nubian for last Silver Line bus
75451659,trip_type,wait
75521692,note,Waits at Lechmere for last Green Line train
75521692,trip_type,wait
75521726,note,Does not run during school vacation
75521726,trip_type,supplemental
75521924,note,Waits at Harvard for last Red Line train
75521924,trip_type,wait
75521932,note,Does not run during school vacation
75521932,trip_type,supplemental
75522081,note,Does not run during school vacation
75522081,trip_type,supplemental
75522380,note,Waits at Green St @ Magazine St for last Red Line train
75522380,trip_type,wait
75522517,note,Does not run during school vacation
75522517,trip_type,supplemental
75522575,note,Does not run during school vacation
75522575,trip_type,supplemental
75522622,note,Waits at Lechmere for last Green Line train
75522622,trip_type,wait
75522685,note,Does not run during school vacation
75522685,trip_type,supplemental
75522699,note,Waits at Main St @ Kendall Station - Red Line for last Red Line train
75522699,trip_type,wait
75522815,note,Waits at Western Ave @ Green St for last Red Line train
75522815,trip_type,wait
75522921,note,Waits at Harvard for last Red Line train
75522921,trip_type,wait
75523213,note,Waits at Harvard for last Red Line train
75523213,trip_type,wait
75523337,note,Waits at Lechmere for last Green Line train
75523337,trip_type,wait
75523445,note,Waits at Lechmere for last Green Line train
75523445,trip_type,wait
75523650,note,Waits at Harvard for last Red Line train
75523650,trip_type,wait
75523757,note,Does not run during school vacation
75523757,trip_type,supplemental
75524399,note,Does not run during school vacation
75524399,trip_type,supplemental
75524605,note,Does not run during school vacation
75524605,trip_type,supplemental
75524754,note,Does not run during school vacation
75524754,trip_type,supplemental
75525190,note,Does not run during school vacation
75525190,trip_type,supplemental
75525248,note,Does not run during school vacation
75525248,trip_type,supplemental
75525358,note,Does not run during school vacation
75525358,trip_type,supplemental
75526430,note,Does not run during school vacation
75526430,trip_type,supplemental
75529777,note,Waits at Green St @ Magazine St for last Red Line train
75529777,trip_type,wait
75530222,note,Waits at Western Ave @ Green St for last Red Line train
75530222,trip_type,wait
75530338,note,Waits at Harvard for last Red Line train
75530338,trip_type,wait
75530468,note,Waits at Western Ave @ Green St for last Red Line train
75530468,trip_type,wait
75530533,note,Waits at Lechmere for last Green Line train
75530533,trip_type,wait
75530694,note,Waits at Harvard for last Red Line train
75530694,trip_type,wait
75530734,note,Waits at Harvard for last Red Line train
75530734,trip_type,wait
75530930,note,Waits at Lechmere for last Green Line train
75530930,trip_type,wait
75530979,note,Waits at Lechmere for last Green Line train
75530979,trip_type,wait
75584980,note,Waits at Surface Rd @ Hanover St for last Orange Line and Green Line trains
75584980,trip_type,wait
75585023,note,Waits at Wellington for last Orange Line train
75585023,trip_type,wait
75588739,note,Waits at Sullivan Square for last Orange Line train
75588739,trip_type,wait
75589109,note,Waits at Malden Center for last Orange Line train
75589109,trip_type,wait
75589117,note,Waits at Airport for last Blue Line train
75589117,trip_type,wait
75589504,note,Waits at Wellington for last Orange Line train
75589504,trip_type,wait
75589737,note,Waits at Wellington for last Orange Line train
75589737,trip_type,wait
75589767,note,Waits at Harvard for last Red Line train
75589767,trip_type,wait
75602615,note,Does not run during school vacation
75602615,trip_type,supplemental
75602646,note,Does not run during school vacation
75602646,trip_type,supplemental
75602647,note,Does not run during school vacation
75602647,trip_type,supplemental
75602659,note,Does not run during school vacation
75602659,trip_type,supplemental
75602675,note,Does not run during school vacation
75602675,trip_type,supplemental
75602696,note,Does not run during school vacation
75602696,trip_type,supplemental
75602840,note,Does not run during school vacation
75602840,trip_type,supplemental
75602923,note,Does not run during school vacation
75602923,trip_type,supplemental
75602924,note,Does not run during school vacation
75602924,trip_type,supplemental
75602925,note,Does not run during school vacation
75602925,trip_type,supplemental
75602926,note,Does not run during school vacation
75602926,trip_type,supplemental
75603416,note,Does not run during school vacation
75603416,trip_type,supplemental
75603417,note,Does not run during school vacation
75603417,trip_type,supplemental
75603418,note,Does not run during school vacation
75603418,trip_type,supplemental
75603419,note,Does not run during school vacation
75603419,trip_type,supplemental
75603420,note,Does not run during school vacation
75603420,trip_type,supplemental
75603421,note,Does not run during school vacation
75603421,trip_type,supplemental
75603422,note,Does not run during school vacation
75603422,trip_type,supplemental
75603434,note,Does not run during school vacation
75603434,trip_type,supplemental
75603435,note,Does not run during school vacation
75603435,trip_type,supplemental
75603436,note,Does not run during school vacation
75603436,trip_type,supplemental
75603437,note,Does not run during school vacation
75603437,trip_type,supplemental
75603491,note,Does not run during school vacation
75603491,trip_type,supplemental
75603608,note,Does not run during school vacation
75603608,trip_type,supplemental
75603639,note,Does not run during school vacation
75603639,trip_type,supplemental
75604806,note,Does not run during school vacation
75604806,trip_type,supplemental
75607558,note,Waits at Wellington for last Orange Line train
75607558,trip_type,wait
75609063,note,Waits at Wellington for last Orange Line train
75609063,trip_type,wait
75609973,note,Waits at Airport for last Blue Line train
75609973,trip_type,wait
75609985,note,Waits at Malden Center for last Orange Line train
75609985,trip_type,wait
75610156,note,Waits at Wellington for last Orange Line train
75610156,trip_type,wait
75610589,note,Waits at Harvard for last Red Line train
75610589,trip_type,wait
75624004,note,Does not run during school vacation
75624004,trip_type,supplemental
75624070,note,Waits at Ruggles for last Orange Line train
75624070,trip_type,wait
75624141,note,Does not run during school vacation
75624141,trip_type,supplemental
75624984,note,Does not run during school vacation
75624984,trip_type,supplemental
75625057,note,Does not run during school vacation
75625057,trip_type,supplemental
75625604,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
75625604,trip_type,wait
75625657,note,Waits at South Station for last Red Line train
75625657,trip_type,wait
75625710,note,Waits at Back Bay for last Orange Line train
75625710,trip_type,wait
75625730,note,Waits at South Station for last Red Line train
75625730,trip_type,wait
75626169,note,Does not run during school vacation
75626169,trip_type,supplemental
75626235,note,Waits at Ruggles for last Orange Line train
75626235,trip_type,wait
75626306,note,Does not run during school vacation
75626306,trip_type,supplemental
75627149,note,Does not run during school vacation
75627149,trip_type,supplemental
75627221,note,Does not run during school vacation
75627221,trip_type,supplemental
75627520,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
75627520,trip_type,wait
75627570,note,Waits at South Station for last Red Line train
75627570,trip_type,wait
75627622,note,Waits at Back Bay for last Orange Line train
75627622,trip_type,wait
75627640,note,Waits at South Station for last Red Line train
75627640,trip_type,wait
75632318,note,Waits at South Station for last Red Line train
75632318,trip_type,wait
75632352,note,Waits at Ruggles for last Orange Line train
75632352,trip_type,wait
75632377,note,Waits at Back Bay for last Orange Line train
75632377,trip_type,wait
75632415,note,Waits at South Station for last Red Line train
75632415,trip_type,wait
75632435,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
75632435,trip_type,wait
75632825,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
75632825,trip_type,wait
75633335,note,Waits at Ruggles for last Orange Line train
75633335,trip_type,wait
75633728,note,Waits at South Station for last Red Line train
75633728,trip_type,wait
75633946,note,Waits at Back Bay for last Orange Line train
75633946,trip_type,wait
75634397,note,Waits at South Station for last Red Line train
75634397,trip_type,wait
75641542,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
75641542,trip_type,wait
75641814,note,Waits at South Station for last Red Line train
75641814,trip_type,wait
75642074,note,Waits at South Station for last Red Line train
75642074,trip_type,wait
75642334,note,Waits at Back Bay for last Orange Line train
75642334,trip_type,wait
75644815,note,Does not run during school vacation
75644815,trip_type,supplemental
75644952,note,Does not run during school vacation
75644952,trip_type,supplemental
75645079,note,Waits at South Station for last Red Line train
75645079,trip_type,wait
75645408,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
75645408,trip_type,wait
75645589,note,Waits at Back Bay for last Orange Line train
75645589,trip_type,wait
75645704,note,Does not run during school vacation
75645704,trip_type,supplemental
75645721,note,Does not run during school vacation
75645721,trip_type,supplemental
75646445,note,Waits at South Station for last Red Line train
75646445,trip_type,wait
75647164,note,Does not run during school vacation
75647164,trip_type,supplemental
75647301,note,Does not run during school vacation
75647301,trip_type,supplemental
75647428,note,Waits at South Station for last Red Line train
75647428,trip_type,wait
75647757,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
75647757,trip_type,wait
75647938,note,Waits at Back Bay for last Orange Line train
75647938,trip_type,wait
75648053,note,Does not run during school vacation
75648053,trip_type,supplemental
75648070,note,Does not run during school vacation
75648070,trip_type,supplemental
75648896,note,Waits at South Station for last Red Line train
75648896,trip_type,wait
75726922,note,Waits at Forest Hills for last Orange Line train
75726922,trip_type,wait
75727148,note,Waits at Forest Hills for last Orange Line train
75727148,trip_type,wait
75727333,note,Waits at Forest Hills for last Orange Line train
75727333,trip_type,wait
75754108,note,Waits at Surface Rd @ Hanover St for last Orange Line and Green Line trains
75754108,trip_type,wait
75754151,note,Waits at Wellington for last Orange Line train
75754151,trip_type,wait
75761303,note,Waits at Ashmont for last Red Line train
75761303,note,Waits at Mattapan for last Mattapan Line train
75761303,trip_type,wait
75761509,note,Waits at Forest Hills for last Orange Line train
75761509,trip_type,wait
75761989,note,Waits at Ashmont for last Red Line train
75761989,trip_type,wait
75762010,note,Does not run during school vacation
75762010,trip_type,supplemental
75762013,note,Does not run during school vacation
75762013,trip_type,supplemental
75762015,note,Does not run during school vacation
75762015,trip_type,supplemental
75762021,note,Does not run during school vacation
75762021,trip_type,supplemental
75762022,note,Does not run during school vacation
75762022,trip_type,supplemental
75762024,note,Does not run during school vacation
75762024,trip_type,supplemental
75762091,note,Waits at Forest Hills for last Orange Line train
75762091,trip_type,wait
75762303,note,Does not run during school vacation
75762303,trip_type,supplemental
75762393,note,Waits at Forest Hills for last Orange Line train
75762393,trip_type,wait
75762495,note,Does not run during school vacation
75762495,trip_type,supplemental
75762524,note,Does not run during school vacation
75762524,trip_type,supplemental
75762540,note,Does not run during school vacation
75762540,trip_type,supplemental
75762547,note,Does not run during school vacation
75762547,trip_type,supplemental
75762551,note,Does not run during school vacation
75762551,trip_type,supplemental
75762558,note,Does not run during school vacation
75762558,trip_type,supplemental
75762560,note,Does not run during school vacation
75762560,trip_type,supplemental
75762600,note,Does not run during school vacation
75762600,trip_type,supplemental
75762626,note,Does not run during school vacation
75762626,trip_type,supplemental
75762913,note,Waits at Forest Hills for last Orange Line train
75762913,trip_type,wait
75762993,note,Does not run during school vacation
75762993,trip_type,supplemental
75763052,note,Does not run during school vacation
75763052,trip_type,supplemental
75774869,note,Does not run during school vacation
75774869,trip_type,supplemental
75774872,note,Does not run during school vacation
75774872,trip_type,supplemental
75774874,note,Does not run during school vacation
75774874,trip_type,supplemental
75774880,note,Does not run during school vacation
75774880,trip_type,supplemental
75774881,note,Does not run during school vacation
75774881,trip_type,supplemental
75774883,note,Does not run during school vacation
75774883,trip_type,supplemental
75775163,note,Does not run during school vacation
75775163,trip_type,supplemental
75775355,note,Does not run during school vacation
75775355,trip_type,supplemental
75775384,note,Does not run during school vacation
75775384,trip_type,supplemental
75775400,note,Does not run during school vacation
75775400,trip_type,supplemental
75775407,note,Does not run during school vacation
75775407,trip_type,supplemental
75775411,note,Does not run during school vacation
75775411,trip_type,supplemental
75775418,note,Does not run during school vacation
75775418,trip_type,supplemental
75775420,note,Does not run during school vacation
75775420,trip_type,supplemental
75775460,note,Does not run during school vacation
75775460,trip_type,supplemental
75775486,note,Does not run during school vacation
75775486,trip_type,supplemental
75775853,note,Does not run during school vacation
75775853,trip_type,supplemental
75775912,note,Does not run during school vacation
75775912,trip_type,supplemental
75779184,note,Waits at Orient Heights for last Blue Line train
75779184,trip_type,wait
75779283,note,Waits at Orient Heights for last Blue Line train
75779283,trip_type,wait
75791309,note,Waits at Maverick for last Blue Line train
75791309,trip_type,wait
75791358,note,Does not run during school vacation
75791358,trip_type,supplemental
75791561,note,Does not run during school vacation
75791561,trip_type,supplemental
75791564,note,Does not run during school vacation
75791564,trip_type,supplemental
75791574,note,Waits at Wonderland for last Blue Line train
75791574,trip_type,wait
75791583,note,Waits at Congress St @ Haymarket Sta for last Orange Line and Green Line trains
75791583,trip_type,wait
75791609,note,Does not run during school vacation
75791609,trip_type,supplemental
75791613,note,Does not run during school vacation
75791613,trip_type,supplemental
75791922,note,Does not run during school vacation
75791922,trip_type,supplemental
75791923,note,Does not run during school vacation
75791923,trip_type,supplemental
75791925,note,Does not run during school vacation
75791925,trip_type,supplemental
75791926,note,Does not run during school vacation
75791926,trip_type,supplemental
75791927,note,Does not run during school vacation
75791927,trip_type,supplemental
75791945,note,Does not run during school vacation
75791945,trip_type,supplemental
75791946,note,Does not run during school vacation
75791946,trip_type,supplemental
75791947,note,Does not run during school vacation
75791947,trip_type,supplemental
75791966,note,Does not run during school vacation
75791966,trip_type,supplemental
75791967,note,Does not run during school vacation
75791967,trip_type,supplemental
75791968,note,Does not run during school vacation
75791968,trip_type,supplemental
75791972,note,Does not run during school vacation
75791972,trip_type,supplemental
75791996,note,Does not run during school vacation
75791996,trip_type,supplemental
75796861,note,Does not run during school vacation
75796861,trip_type,supplemental
75797064,note,Does not run during school vacation
75797064,trip_type,supplemental
75797067,note,Does not run during school vacation
75797067,trip_type,supplemental
75797112,note,Does not run during school vacation
75797112,trip_type,supplemental
75797116,note,Does not run during school vacation
75797116,trip_type,supplemental
75797425,note,Does not run during school vacation
75797425,trip_type,supplemental
75797426,note,Does not run during school vacation
75797426,trip_type,supplemental
75797428,note,Does not run during school vacation
75797428,trip_type,supplemental
75797429,note,Does not run during school vacation
75797429,trip_type,supplemental
75797430,note,Does not run during school vacation
75797430,trip_type,supplemental
75797448,note,Does not run during school vacation
75797448,trip_type,supplemental
75797449,note,Does not run during school vacation
75797449,trip_type,supplemental
75797450,note,Does not run during school vacation
75797450,trip_type,supplemental
75797469,note,Does not run during school vacation
75797469,trip_type,supplemental
75797470,note,Does not run during school vacation
75797470,trip_type,supplemental
75797471,note,Does not run during school vacation
75797471,trip_type,supplemental
75797475,note,Does not run during school vacation
75797475,trip_type,supplemental
75797499,note,Does not run during school vacation
75797499,trip_type,supplemental
75809042,note,Waits at Maverick for last Blue Line train
75809042,trip_type,wait
75809108,note,Waits at Wonderland for last Blue Line train
75809108,trip_type,wait
75811586,note,Does not run during school vacation
75811586,trip_type,supplemental
75811588,note,Does not run during school vacation
75811588,trip_type,supplemental
75811687,note,Does not run during school vacation
75811687,trip_type,supplemental
75811692,note,Does not run during school vacation
75811692,trip_type,supplemental
75811726,note,Does not run during school vacation
75811726,trip_type,supplemental
75811729,note,Does not run during school vacation
75811729,trip_type,supplemental
75811732,note,Does not run during school vacation
75811732,trip_type,supplemental
75811782,note,Does not run during school vacation
75811782,trip_type,supplemental
75811866,note,Does not run during school vacation
75811866,trip_type,supplemental
75811977,note,Waits at Quincy Center for last Red Line train
75811977,trip_type,wait
75811997,note,Does not run during school vacation
75811997,trip_type,supplemental
75811998,note,Does not run during school vacation
75811998,trip_type,supplemental
75812075,note,Does not run during school vacation
75812075,trip_type,supplemental
75812103,note,Waits at Fields Corner for last Red Line train
75812103,trip_type,wait
75812147,note,Does not run during school vacation
75812147,trip_type,supplemental
75812273,note,Waits at Ashmont for last Red Line train
75812273,trip_type,wait
75812462,note,Does not run during school vacation
75812462,trip_type,supplemental
75812464,note,Does not run during school vacation
75812464,trip_type,supplemental
75814008,note,Does not run during school vacation
75814008,trip_type,supplemental
75814010,note,Does not run during school vacation
75814010,trip_type,supplemental
75816614,note,Does not run during school vacation
75816614,trip_type,supplemental
75816619,note,Does not run during school vacation
75816619,trip_type,supplemental
75816653,note,Does not run during school vacation
75816653,trip_type,supplemental
75816656,note,Does not run during school vacation
75816656,trip_type,supplemental
75816659,note,Does not run during school vacation
75816659,trip_type,supplemental
75816709,note,Does not run during school vacation
75816709,trip_type,supplemental
75816793,note,Does not run during school vacation
75816793,trip_type,supplemental
75816924,note,Does not run during school vacation
75816924,trip_type,supplemental
75816925,note,Does not run during school vacation
75816925,trip_type,supplemental
75817002,note,Does not run during school vacation
75817002,trip_type,supplemental
75817074,note,Does not run during school vacation
75817074,trip_type,supplemental
75817389,note,Does not run during school vacation
75817389,trip_type,supplemental
75817391,note,Does not run during school vacation
75817391,trip_type,supplemental
75821116,note,Waits at Fields Corner for last Red Line train
75821116,trip_type,wait
75821354,note,Waits at Quincy Center for last Red Line train
75821354,trip_type,wait
75881716,note,Waits at Orient Heights for last Blue Line train
75881716,trip_type,wait
76132156,note,Waits at Ashmont for last Red Line train
76132156,trip_type,wait
76302876,note,Does not run during school vacation
76302876,trip_type,supplemental
76302878,note,Does not run during school vacation
76302878,trip_type,supplemental
76302886,note,Does not run during school vacation
76302886,trip_type,supplemental
76302899,note,Does not run during school vacation
76302899,trip_type,supplemental
76302900,note,Does not run during school vacation
76302900,trip_type,supplemental
76302903,note,Does not run during school vacation
76302903,trip_type,supplemental
76302906,note,Does not run during school vacation
76302906,trip_type,supplemental
76302907,note,Does not run during school vacation
76302907,trip_type,supplemental
76302908,note,Does not run during school vacation
76302908,trip_type,supplemental
76302909,note,Does not run during school vacation
76302909,trip_type,supplemental
76302910,note,Does not run during school vacation
76302910,trip_type,supplemental
76302912,note,Does not run during school vacation
76302912,trip_type,supplemental
76302949,note,Does not run during school vacation
76302949,trip_type,supplemental
76302992,note,Does not run during school vacation
76302992,trip_type,supplemental
76303123,note,Does not run during school vacation
76303123,trip_type,supplemental
76303162,note,Does not run during school vacation
76303162,trip_type,supplemental
76303286,note,Does not run during school vacation
76303286,trip_type,supplemental
76303318,note,Does not run during school vacation
76303318,trip_type,supplemental
76303320,note,Does not run during school vacation
76303320,trip_type,supplemental
76303538,note,Does not run during school vacation
76303538,trip_type,supplemental
76303540,note,Does not run during school vacation
76303540,trip_type,supplemental
76303551,note,Does not run during school vacation
76303551,trip_type,supplemental
76303683,note,Does not run during school vacation
76303683,trip_type,supplemental
76303687,note,Does not run during school vacation
76303687,trip_type,supplemental
76303872,note,Does not run during school vacation
76303872,trip_type,supplemental
76313887,note,Does not run during school vacation
76313887,trip_type,supplemental
76314172,note,Does not run during school vacation
76314172,trip_type,supplemental
76314303,note,Does not run during school vacation
76314303,trip_type,supplemental
76314304,note,Does not run during school vacation
76314304,trip_type,supplemental
76314338,note,Does not run during school vacation
76314338,trip_type,supplemental
76314342,note,Does not run during school vacation
76314342,trip_type,supplemental
76314343,note,Does not run during school vacation
76314343,trip_type,supplemental
76314344,note,Does not run during school vacation
76314344,trip_type,supplemental
76314346,note,Does not run during school vacation
76314346,trip_type,supplemental
76314357,note,Does not run during school vacation
76314357,trip_type,supplemental
76314360,note,Does not run during school vacation
76314360,trip_type,supplemental
76314608,note,Does not run during school vacation
76314608,trip_type,supplemental
76314744,note,Does not run during school vacation
76314744,trip_type,supplemental
76314797,note,Does not run during school vacation
76314797,trip_type,supplemental
76314801,note,Does not run during school vacation
76314801,trip_type,supplemental
76314902,note,Does not run during school vacation
76314902,trip_type,supplemental
76314907,note,Does not run during school vacation
76314907,trip_type,supplemental
76314915,note,Does not run during school vacation
76314915,trip_type,supplemental
76314924,note,Does not run during school vacation
76314924,trip_type,supplemental
76314958,note,Does not run during school vacation
76314958,trip_type,supplemental
76314987,note,Does not run during school vacation
76314987,trip_type,supplemental
76315115,note,Does not run during school vacation
76315115,trip_type,supplemental
76315277,note,Does not run during school vacation
76315277,trip_type,supplemental
76315543,note,Does not run during school vacation
76315543,trip_type,supplemental
76315647,note,Waits at Ashmont for last Red Line train
76315647,trip_type,wait
76315655,note,Waits at Kenmore for last Green Line train
76315655,trip_type,wait
76315657,note,Waits at Nubian for last Silver Line bus
76315657,trip_type,wait
76315666,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
76315666,trip_type,wait
76316964,note,Does not run during school vacation
76316964,trip_type,supplemental
76317170,note,Waits at Nubian for last Silver Line bus
76317170,trip_type,wait
76317249,note,Does not run during school vacation
76317249,trip_type,supplemental
76317291,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
76317291,trip_type,wait
76317380,note,Does not run during school vacation
76317380,trip_type,supplemental
76317381,note,Does not run during school vacation
76317381,trip_type,supplemental
76317415,note,Does not run during school vacation
76317415,trip_type,supplemental
76317419,note,Does not run during school vacation
76317419,trip_type,supplemental
76317420,note,Does not run during school vacation
76317420,trip_type,supplemental
76317421,note,Does not run during school vacation
76317421,trip_type,supplemental
76317423,note,Does not run during school vacation
76317423,trip_type,supplemental
76317434,note,Does not run during school vacation
76317434,trip_type,supplemental
76317437,note,Does not run during school vacation
76317437,trip_type,supplemental
76317685,note,Does not run during school vacation
76317685,trip_type,supplemental
76317775,note,Waits at Ruggles for last Orange Line train
76317775,trip_type,wait
76317780,note,Waits at Ruggles for last Orange Line train
76317780,trip_type,wait
76317821,note,Does not run during school vacation
76317821,trip_type,supplemental
76317874,note,Does not run during school vacation
76317874,trip_type,supplemental
76317878,note,Does not run during school vacation
76317878,trip_type,supplemental
76317945,note,Waits at Boylston St @ Dartmouth St for last Green Line train
76317945,trip_type,wait
76317979,note,Does not run during school vacation
76317979,trip_type,supplemental
76317984,note,Does not run during school vacation
76317984,trip_type,supplemental
76317992,note,Does not run during school vacation
76317992,trip_type,supplemental
76318001,note,Does not run during school vacation
76318001,trip_type,supplemental
76318035,note,Does not run during school vacation
76318035,trip_type,supplemental
76318064,note,Does not run during school vacation
